"Item_Number","Title","End_Time","Price","Ruler","Year","Mint","YI_Num","Description","Obverse_Image","Reverse_Image","Obverse_Text","Reverse_Text","Obverse_URL","Reverse_URL"
"371622258068","LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6582-","15. Mai. 2016 19:03:34 MESZ","EUR 121,00","","","","","","371622258068o.jpg","371622258068r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6582-/00/s/NzczWDc3Nw==/z/578AAOSwXpdXMNNe/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6582-/00/s/NzgwWDc4OA==/z/y~gAAOSwubRXMNNi/$_10.jpg"
"301953230801","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6211-","15. Mai. 2016 19:01:13 MESZ","EUR 66,00","","","","","","301953230801o.jpg","301953230801r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6211-/00/s/Nzg4WDc4Nw==/z/QMYAAOSw1KxXMeyy/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6211-/00/s/NzkwWDc4OA==/z/nHMAAOSwBs1XMey2/$_10.jpg"
"231940047918","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6210-","15. Mai. 2016 18:56:19 MESZ","EUR 53,00","","","","","","231940047918o.jpg","231940047918r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6210-/00/s/NzUzWDc2MA==/z/jtoAAOSwubRXMeym/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6210-/00/s/NzUwWDc0OQ==/z/Ad8AAOSw3mpXMeyq/$_10.jpg"
"371623363666","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6209-","15. Mai. 2016 18:51:44 MESZ","EUR 60,89","","","","","","371623363666o.jpg","371623363666r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6209-/00/s/NzIyWDc0MQ==/z/6bIAAOSw~oFXMeyb/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6209-/00/s/NzQzWDcxMA==/z/~e8AAOSwInxXMeye/$_10.jpg"
"231940047676","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6208-","15. Mai. 2016 18:46:56 MESZ","EUR 53,89","","","","","","231940047676o.jpg","231940047676r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6208-/00/s/NzYwWDc2MQ==/z/O7QAAOSw1KxXMeyQ/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6208-/00/s/NzU3WDc2Mw==/z/SC0AAOSw8vZXMeyU/$_10.jpg"
"231940047576","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6207-","14. Mai. 2016 19:16:37 MESZ","EUR 57,10","","","","","","231940047576o.jpg","231940047576r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6207-/00/s/Nzg5WDc5MA==/z/lYoAAOSwBs1XMeyC/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6207-/00/s/NzgxWDc5Mw==/z/o6cAAOSwNKVXMeyG/$_10.jpg"
"371623363424","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6206-","14. Mai. 2016 19:11:16 MESZ","EUR 56,10","","","","","","371623363424o.jpg","371623363424r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6206-/00/s/NzM1WDc3OQ==/z/ibUAAOSwcL5XMex3/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6206-/00/s/NzMzWDc3Nw==/z/-zYAAOSw3mpXMex7/$_10.jpg"
"301952528009","LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6581-","14. Mai. 2016 19:08:27 MESZ","EUR 54,00","","","","","","301952528009o.jpg","301952528009r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6581-/00/s/ODI2WDgwOA==/z/JlQAAOSwDJhXMNNS/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6581-/00/s/ODM4WDgxMw==/z/iCgAAOSw3zxXMNNW/$_10.jpg"
"371623363328","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6205-","14. Mai. 2016 19:06:49 MESZ","EUR 62,00","","","","","","371623363328o.jpg","371623363328r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6205-/00/s/NzU0WDc1Ng==/z/43YAAOSw~oFXMexq/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6205-/00/s/NzUxWDc1NA==/z/QkIAAOSw8vZXMexu/$_10.jpg"
"371622257883","LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6580-","14. Mai. 2016 19:03:49 MESZ","EUR 54,00","","","","","","371622257883o.jpg","371622257883r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6580-/00/s/ODIxWDgxOQ==/z/Ot8AAOSwPv9XMNNF/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6580-/00/s/ODE3WDgxMA==/z/JZ4AAOSw~oFXMNNJ/$_10.jpg"
